Bepaling,Materiaal,REFERENCE_UNIT,LIS,LIS_adjusted,loinc,LONG_COMMON_NAME,lab_naam
EIWIT G/L (LIQUOR),Liquor,g/L,K_CFPBer_LI,K_CFPBer_LI,2880-3,Protein [Mass/volume] in Cerebral spinal fluid,VUMC LAB GLIMS
TOT.EIWIT,Liquor,g/L,LTE-L,LTE-L,2880-3,Protein [Mass/volume] in Cerebral spinal fluid,AMC LAB LABTRAIN
TOTAAL EIWIT (LIQUOR) AMC,Liquor,mg/L,TOEIL-L,TOEIL-L,2880-3,Protein [Mass/volume] in Cerebral spinal fluid,AMC LAB LABTRAIN
TOTAAL EIWIT (DIALYSAAT),Dialysaat,g/L,K_TE_DI,K_TE_DI,5920-4,Protein [Mass/volume] in Dialysis fluid,VUMC LAB GLIMS
TOTAAL EIWIT (DIALYSAAT),Dialysaat verzamel,g/L,K_TE_DI,K_TE_DI,5920-4,Protein [Mass/volume] in Dialysis fluid,VUMC LAB GLIMS
TOT.EIWIT (U),Dialysaat,g/L,UTE-B,UTE-B,5920-4,Protein [Mass/volume] in Dialysis fluid,AMC LAB LABTRAIN
TOTAAL EIWIT (ASCITESVOCHT),Ascitesvocht,g/L,K_TE_AS,K_TE_AS,2883-7,Protein [Mass/volume] in Peritoneal fluid,VUMC LAB GLIMS
TOTAAL EIWIT (ASCITESVOCHT),,g/L,K_TE_AS,K_TE_AS,2883-7,Protein [Mass/volume] in Peritoneal fluid,VUMC LAB GLIMS
TOTAAL EIWIT (PLEURAVOCHT),Pleurapunctaat,g/L,K_TE_PP,K_TE_PP,2882-9,Protein [Mass/volume] in Pleural fluid,VUMC LAB GLIMS
SERUM TOTAAL EIWIT,Bloed,g/L,K_STE_SR,K_STE_SR,2885-2,Protein [Mass/volume] in Serum or Plasma,VUMC LAB GLIMS
SERUM TOTAAL EIWIT,,g/L,K_STE_SR,K_STE_SR,2885-2,Protein [Mass/volume] in Serum or Plasma,VUMC LAB GLIMS
PLS.TOTAAL EIWIT,Bloed,g/L,K_TE_HP,K_TE_HP,2885-2,Protein [Mass/volume] in Serum or Plasma,VUMC LAB GLIMS
PLS.TOTAAL EIWIT,,g/L,K_TE_HP,K_TE_HP,2885-2,Protein [Mass/volume] in Serum or Plasma,VUMC LAB GLIMS
EIWIT TOTAAL (PLASMA) (AMC),Bloed,g/L,RTE-BL,RTE-BL,2885-2,Protein [Mass/volume] in Serum or Plasma,AMC LAB LABTRAIN
TOTAAL EIWIT (URINE),,g/L,K_TE_UR,K_TE_UR,2888-6,Protein [Mass/volume] in Urine,VUMC LAB GLIMS
TOTAAL EIWIT (URINE),Urine,g/L,K_TE_UR,K_TE_UR,2888-6,Protein [Mass/volume] in Urine,VUMC LAB GLIMS
TOT.EIWIT (U),Urine,g/L,UTE-U,UTE-U,2888-6,Protein [Mass/volume] in Urine,AMC LAB LABTRAIN
EIWIT KWAL (URINE),Bloed,,K_EIW_UR,K_EIW_UR,57735-3,Protein [Presence] in Urine by Automated test strip,VUMC LAB GLIMS
EIWIT KWAL (URINE),,,K_EIW_UR,K_EIW_UR,57735-3,Protein [Presence] in Urine by Automated test strip,VUMC LAB GLIMS
EIWIT KWAL (URINE),Urine,,K_EIW_UR,K_EIW_UR,57735-3,Protein [Presence] in Urine by Automated test strip,VUMC LAB GLIMS
EIWIT KWAL (URINE) POCT,,,P_EIW_UR,P_EIW_UR,57735-3,Protein [Presence] in Urine by Automated test strip,VUMC LAB GLIMS
EIWIT KWAL (URINE) POCT,Urine,,P_EIW_UR,P_EIW_UR,57735-3,Protein [Presence] in Urine by Automated test strip,VUMC LAB GLIMS
TOTAAL EIWIT/KREATININE RATIO (URINE) VUMC,Verzamel Urine,mg/mmol,K_TEKR,K_TEKR,40486-3,Protein/Creatinine [Ratio] in 24 hour Urine,VUMC LAB GLIMS
TOTAAL EIWIT/KREATININE RATIO (URINE) VUMC,,mg/mmol,K_TEKR,K_TEKR,34366-5,Protein/Creatinine [Ratio] in Urine,VUMC LAB GLIMS
TOTAAL EIWIT/KREATININE RATIO (URINE) VUMC,Urine,mg/mmol,K_TEKR,K_TEKR,34366-5,Protein/Creatinine [Ratio] in Urine,VUMC LAB GLIMS
TotEiw/Kreat berekening,Urine,mg/mmol kreat,TotEiw/Kreat berekening;U,TotEiw/Kreat berekening-U,34366-5,Protein/Creatinine [Ratio] in Urine,LABTRAIN
TotEiw/Kreat berekening,Urine Vragen om afname informatie,mg/mmol kreat,TotEiw/Kreat berekening;U,TotEiw/Kreat berekening-U,34366-5,Protein/Creatinine [Ratio] in Urine,LABTRAIN
TotEiwit/Kreat ratio,Urine,mg/mmol,K_TEKR,K_TEKR,34366-5,Protein/Creatinine [Ratio] in Urine,GLIMS
Prothrombinetijd sec,Bloed,s,H_PT_BL,H_PT_BL,5902-2,Prothrombin time (PT),GLIMS
PT VUMC,Bloed,s,H_PT_BL,H_PT_BL,5902-2,Prothrombin time (PT),VUMC LAB GLIMS
PT VUMC,,s,H_PT_BL,H_PT_BL,5902-2,Prothrombin time (PT),VUMC LAB GLIMS
PT,Bloed,sec.,SPT-BL,SPT-BL,5902-2,Prothrombin time (PT),AMC LAB LABTRAIN
PT,Bloed,Seconde,SPT;BL,SPT-BL,5902-2,Prothrombin time (PT),LABTRAIN
Segmenten,Bloed,x10e9/L,H_HSGA_beenmerg_EB,H_HSGA_beenmerg_EB,30451-9,Segmented neutrophils [#/volume] in Blood,GLIMS
Segmenten#,Bloed,10E9/L,HSEG#;BL,HSEG#-BL,30451-9,Segmented neutrophils [#/volume] in Blood,LABTRAIN
Segmenten,Bloed,x10e9/L,K_HSGA_EB,K_HSGA_EB,30451-9,Segmented neutrophils [#/volume] in Blood,GLIMS
Segmenten %,Bloed,%,H_HSG_beenmerg_EB,H_HSG_beenmerg_EB,26505-8,Segmented neutrophils/100 leukocytes in Blood,GLIMS
Segmenten (HSEG),Bloed,%,HSEG;BL,HSEG-BL,26505-8,Segmented neutrophils/100 leukocytes in Blood,LABTRAIN
Segmenten,Bloed,%,SSEG;BL,SSEG-BL,26505-8,Segmented neutrophils/100 leukocytes in Blood,LABTRAIN
Natrium,Feces verzameld,mmol/L,K_NA_FA,K_NA_FA,27419-1,Sodium [Moles/time] in 24 hour Stool,GLIMS
Natrium,Feces,mmol/24u,K_NA_FV,K_NA_FV,27419-1,Sodium [Moles/time] in 24 hour Stool,GLIMS
NATRIUM (URINE VERZAMELD),,mmol/24u,K_NA_UV,K_NA_UV,2956-1,Sodium [Moles/time] in 24 hour Urine,VUMC LAB GLIMS
NATRIUM (URINE VERZAMELD),Urine,mmol/24u,K_NA_UV,K_NA_UV,2956-1,Sodium [Moles/time] in 24 hour Urine,VUMC LAB GLIMS
Natrium,Urine,mmol/24u,K_NA_UV,K_NA_UV,2956-1,Sodium [Moles/time] in 24 hour Urine,GLIMS
NATRIUM HOEV (U),Urine,mmol/vzm,NATH-U,NATH-U,2956-1,Sodium [Moles/time] in 24 hour Urine,AMC LAB LABTRAIN
NATRIUM HOEV (U),Verzamel Urine,mmol/vzm,NATH-U,NATH-U,2956-1,Sodium [Moles/time] in 24 hour Urine,AMC LAB LABTRAIN
Natrium hoev.,Urine Vragen om afname informatie,mmol/vzm,UNATH;U,UNATH-U,2956-1,Sodium [Moles/time] in 24 hour Urine,LABTRAIN
NATRIUM (URINE),Verzamel Urine,mmol/L,K_NA_UR,K_NA_UR,21525-1,Sodium [Moles/volume] in 24 hour Urine,VUMC LAB GLIMS
NATRIUM (U),Verzamel Urine,mmol/L,UNAT-U,UNAT-U,21525-1,Sodium [Moles/volume] in 24 hour Urine,AMC LAB LABTRAIN
Natrium DE.,Bloed Arterieel,mmol/L,CNAT;BL,CNAT-BL,32717-1,Sodium [Moles/volume] in Arterial blood,LABTRAIN
NATRIUM - BLOEDGAS ART. (AMC),Bloed,mmol/L,CNAT-BL_ART,CNAT-BL_ART,32717-1,Sodium [Moles/volume] in Arterial blood,AMC LAB LABTRAIN
Natrium DE.,Bloed Arterieel,mmol/L,DNAT;BL,DNAT-BL,32717-1,Sodium [Moles/volume] in Arterial blood,LABTRAIN
NATRIUM - BLOEDGAS ART. (AMC),Bloed,mmol/L,DNAT-BL_ART,DNAT-BL_ART,32717-1,Sodium [Moles/volume] in Arterial blood,AMC LAB LABTRAIN
NATRIUM - BLOEDGAS ART. (AMC),,mmol/L,DNAT-BL_ART,DNAT-BL_ART,32717-1,Sodium [Moles/volume] in Arterial blood,AMC LAB LABTRAIN
NA (ONV.ISE) ART. VUMC,Bloed,mmol/L,K_NA_ART,K_NA_ART,32717-1,Sodium [Moles/volume] in Arterial blood,VUMC LAB GLIMS
NA (ONV.ISE) ART. VUMC,Bloedgas,mmol/L,K_NA_ART,K_NA_ART,32717-1,Sodium [Moles/volume] in Arterial blood,VUMC LAB GLIMS
Na (onv.ISE),Bloed Arterieel,mmol/L,K_NA_HB,K_NA_HB,32717-1,Sodium [Moles/volume] in Arterial blood,GLIMS
Na (onv.ISE),Bloed Arterieel,mmol/L,P_NA_HB,P_NA_HB,32717-1,Sodium [Moles/volume] in Arterial blood,GLIMS
Natrium (RNAT),Bloed Arterieel,mmol/L,RNAT;BL,RNAT-BL,32717-1,Sodium [Moles/volume] in Arterial blood,LABTRAIN
NA (ONV.ISE) ART. VUMC,Bloed,mmol/L,P_NA_ART,P_NA_ART,32717-1,Sodium [Moles/volume] in Arterial blood,VUMC LAB GLIMS
NA (ONV.ISE) ART. VUMC,,mmol/L,P_NA_ART,P_NA_ART,32717-1,Sodium [Moles/volume] in Arterial blood,VUMC LAB GLIMS
NATRIUM - BLOEDGAS,Bloed,mmol/L,CNAT-BL,CNAT-BL,2947-0,Sodium [Moles/volume] in Blood,AMC LAB LABTRAIN
Na (onv.ISE),Bloed {<VVE},mmol/L,K_NA_HB,K_NA_HB,2947-0,Sodium [Moles/volume] in Blood,GLIMS
Na (onv.ISE),Bloed Onbekend,mmol/L,K_NA_HB,K_NA_HB,2947-0,Sodium [Moles/volume] in Blood,GLIMS
Na (onv.ISE),Bloed {<VVE},mmol/L,P_NA_HB,P_NA_HB,2947-0,Sodium [Moles/volume] in Blood,GLIMS
Na (onv.ISE),Bloed Onbekend,mmol/L,P_NA_HB,P_NA_HB,2947-0,Sodium [Moles/volume] in Blood,GLIMS
NA (ONV.ISE) POCT,,mmol/L,P_NA_HB,P_NA_HB,2947-0,Sodium [Moles/volume] in Blood,VUMC LAB GLIMS
NA (ONV.ISE) POCT,Bloed,mmol/L,P_NA_HB,P_NA_HB,2947-0,Sodium [Moles/volume] in Blood,VUMC LAB GLIMS
Natrium DE.,Bloed Capillair,mmol/L,CNAT;BL,CNAT-BL,39792-7,Sodium [Moles/volume] in Capillary blood,LABTRAIN
Natrium DE.,Bloed Capillair vinger,mmol/L,CNAT;BL,CNAT-BL,39792-7,Sodium [Moles/volume] in Capillary blood,LABTRAIN
Natrium DE.,Bloed Capillair,mmol/L,DNAT;BL,DNAT-BL,39792-7,Sodium [Moles/volume] in Capillary blood,LABTRAIN
NATRIUM - BLOEDGAS CAP. (AMC),Bloed,mmol/L,DNAT-BL_CAP,DNAT-BL_CAP,39792-7,Sodium [Moles/volume] in Capillary blood,AMC LAB LABTRAIN
Na (onv.ISE),Bloed Capillair,mmol/L,K_NA_HB,K_NA_HB,39792-7,Sodium [Moles/volume] in Capillary blood,GLIMS
Na (onv.ISE),Bloed Capillair,mmol/L,P_NA_HB,P_NA_HB,39792-7,Sodium [Moles/volume] in Capillary blood,GLIMS
Natrium (RNAT),Bloed Capillair vinger,mmol/L,RNAT;BL,RNAT-BL,39792-7,Sodium [Moles/volume] in Capillary blood,LABTRAIN
NA (ONV.ISE) CAP. VUMC,,mmol/L,P_NA_CAP,P_NA_CAP,39792-7,Sodium [Moles/volume] in Capillary blood,VUMC LAB GLIMS
Natrium (RNAT),Bloed Capillair,mmol/L,RNAT;BL,RNAT-BL,39792-7,Sodium [Moles/volume] in Capillary blood,LABTRAIN
NATRIUM (DIALYSAAT),Dialysaat,mmol/L,K_NA_DI,K_NA_DI,2949-6,Sodium [Moles/volume] in Dialysis fluid,VUMC LAB GLIMS
NATRIUM (DIALYSAAT),Dialysaat verzamel,mmol/L,K_NA_DI,K_NA_DI,2949-6,Sodium [Moles/volume] in Dialysis fluid,VUMC LAB GLIMS
Natrium dialysaat,Dialysaat,mmol/L,K_NA_DI,K_NA_DI,2949-6,Sodium [Moles/volume] in Dialysis fluid,GLIMS
Natrium (RNAT),Dialysaat,mmol/L,RNAT;B,RNAT-B,2949-6,Sodium [Moles/volume] in Dialysis fluid,LABTRAIN
NATRIUM,Dialysaat,mmol/L,RNAT-B,RNAT-B,2949-6,Sodium [Moles/volume] in Dialysis fluid,AMC LAB LABTRAIN
Natrium DE.,Bloed Mixed Veneus,mmol/L,CNAT;BL,CNAT-BL,41657-8,Sodium [Moles/volume] in Mixed venous blood,LABTRAIN
Natrium DE.,Bloed Mixed Veneus,mmol/L,DNAT;BL,DNAT-BL,41657-8,Sodium [Moles/volume] in Mixed venous blood,LABTRAIN
NATRIUM - BLOEDGAS GEM. VEN. (AMC),Bloed,mmol/L,DNAT-BL_MVEN,DNAT-BL_MVEN,41657-8,Sodium [Moles/volume] in Mixed venous blood,AMC LAB LABTRAIN
NA (ONV.ISE) GEM. VEN. VUMC,Bloed,mmol/L,K_NA_GEMVEN,K_NA_GEMVEN,41657-8,Sodium [Moles/volume] in Mixed venous blood,VUMC LAB GLIMS
Na (onv.ISE),Bloed Gemengd veneus,mmol/L,K_NA_HB,K_NA_HB,41657-8,Sodium [Moles/volume] in Mixed venous blood,GLIMS
NA (ONV.ISE) GEM. VEN. VUMC,Bloed,mmol/L,P_NA_GEMVEN,P_NA_GEMVEN,41657-8,Sodium [Moles/volume] in Mixed venous blood,VUMC LAB GLIMS
NA (ONV.ISE) GEM. VEN. VUMC,,mmol/L,P_NA_GEMVEN,P_NA_GEMVEN,41657-8,Sodium [Moles/volume] in Mixed venous blood,VUMC LAB GLIMS
Na (onv.ISE),Bloed gem veneus,mmol/L,P_NA_HB,P_NA_HB,41657-8,Sodium [Moles/volume] in Mixed venous blood,GLIMS
Na (onv.ISE),Bloed gem.ven,mmol/L,P_NA_HB,P_NA_HB,41657-8,Sodium [Moles/volume] in Mixed venous blood,GLIMS
Na (onv.ISE),Bloed Gemengd veneus,mmol/L,P_NA_HB,P_NA_HB,41657-8,Sodium [Moles/volume] in Mixed venous blood,GLIMS
Natrium (RNAT),Bloed Mixed Veneus,mmol/L,RNAT;BL,RNAT-BL,41657-8,Sodium [Moles/volume] in Mixed venous blood,LABTRAIN
Na (onv.ISE),Bloed gemend veneus,mmol/L,P_NA_HB,P_NA_HB,41657-8,Sodium [Moles/volume] in Mixed venous blood,GLIMS
Natrium DE.,Bloed,mmol/L,CNAT;BL,CNAT-BL,2951-2,Sodium [Moles/volume] in Serum or Plasma,LABTRAIN
Natrium DE.,Bloed,mmol/L,DNAT;BL,DNAT-BL,2951-2,Sodium [Moles/volume] in Serum or Plasma,LABTRAIN
NA (ONV.ISE),Bloed,mmol/L,K_NA_HB,K_NA_HB,2951-2,Sodium [Moles/volume] in Serum or Plasma,VUMC LAB GLIMS
Na (onv.ISE),Bloed,mmol/L,K_NA_HB,K_NA_HB,2951-2,Sodium [Moles/volume] in Serum or Plasma,GLIMS
NA (ONV.ISE),,,K_NA_HB,K_NA_HB,2951-2,Sodium [Moles/volume] in Serum or Plasma,VUMC LAB GLIMS
NA (ONV.ISE),,mmol/L,K_NA_HB,K_NA_HB,2951-2,Sodium [Moles/volume] in Serum or Plasma,VUMC LAB GLIMS
NATRIUM,Bloed,mmol/L,K_NA_HP,K_NA_HP,2951-2,Sodium [Moles/volume] in Serum or Plasma,VUMC LAB GLIMS
Natrium,Bloed,mmol/L,K_NA_HP,K_NA_HP,2951-2,Sodium [Moles/volume] in Serum or Plasma,GLIMS
NATRIUM,Bloed,,K_NA_HP,K_NA_HP,2951-2,Sodium [Moles/volume] in Serum or Plasma,VUMC LAB GLIMS
NATRIUM,,mmol/L,K_NA_HP,K_NA_HP,2951-2,Sodium [Moles/volume] in Serum or Plasma,VUMC LAB GLIMS
Na (onv.ISE),Bloed,mmol/L,P_NA_HB,P_NA_HB,2951-2,Sodium [Moles/volume] in Serum or Plasma,GLIMS
Natrium (RNAT),Bloed,mmol/L,RNAT;BL,RNAT-BL,2951-2,Sodium [Moles/volume] in Serum or Plasma,LABTRAIN
Natrium (RNAT),Bloed Vragen om afname informatie,mmol/L,RNAT;BL,RNAT-BL,2951-2,Sodium [Moles/volume] in Serum or Plasma,LABTRAIN
Natrium (RNAT),Bloed Vragen om afname informatie;Capillair,mmol/L,RNAT;BL,RNAT-BL,2951-2,Sodium [Moles/volume] in Serum or Plasma,LABTRAIN
NATRIUM,Bloed,mmol/L,RNAT-BL,RNAT-BL,2951-2,Sodium [Moles/volume] in Serum or Plasma,AMC LAB LABTRAIN
Natrium,Faeces,mmol/L,FNAT;F,FNAT-F,15207-4,Sodium [Moles/volume] in Stool,LABTRAIN
NATRIUM,Feces,mmol/L,FNAT-F,FNAT-F,15207-4,Sodium [Moles/volume] in Stool,AMC LAB LABTRAIN
Natrium,Feces,mmol/L,K_NA_FA,K_NA_FA,15207-4,Sodium [Moles/volume] in Stool,GLIMS
NATRIUM (URINE),Bloed,mmol/L,K_NA_UR,K_NA_UR,2955-3,Sodium [Moles/volume] in Urine,VUMC LAB GLIMS
NATRIUM (URINE),,mmol/L,K_NA_UR,K_NA_UR,2955-3,Sodium [Moles/volume] in Urine,VUMC LAB GLIMS
NATRIUM (URINE),Urine,mmol/L,K_NA_UR,K_NA_UR,2955-3,Sodium [Moles/volume] in Urine,VUMC LAB GLIMS
Natrium,Urine,mmol/L,K_NA_UR,K_NA_UR,2955-3,Sodium [Moles/volume] in Urine,GLIMS
Natrium (U),Urine,mmol/L,UNAT;U,UNAT-U,2955-3,Sodium [Moles/volume] in Urine,LABTRAIN
Natrium (U),Urine Vragen om afname informatie,mmol/L,UNAT;U,UNAT-U,2955-3,Sodium [Moles/volume] in Urine,LABTRAIN
NATRIUM (U),Urine,mmol/L,UNAT-U,UNAT-U,2955-3,Sodium [Moles/volume] in Urine,AMC LAB LABTRAIN
Natrium (U),"Urine Vragen om afname informatie;Afnemen in medium,verkrijgbaar op B1-209,tst:62429",mmol/L,UNAT;U,UNAT-U,2955-3,Sodium [Moles/volume] in Urine,LABTRAIN
Natrium (U),Urine Vragen om afname informatie;Arterieel,mmol/L,UNAT;U,UNAT-U,2955-3,Sodium [Moles/volume] in Urine,LABTRAIN
Natrium (U),Urine Vragen om afname informatie;Arterielijn,mmol/L,UNAT;U,UNAT-U,2955-3,Sodium [Moles/volume] in Urine,LABTRAIN
Natrium DE.,Bloed Veneus,mmol/L,CNAT;BL,CNAT-BL,39791-9,Sodium [Moles/volume] in Venous blood,LABTRAIN
NATRIUM - BLOEDGAS VEN. (AMC),Bloed,mmol/L,CNAT-BL_VEN,CNAT-BL_VEN,39791-9,Sodium [Moles/volume] in Venous blood,AMC LAB LABTRAIN
Natrium DE.,Bloed Veneus,mmol/L,DNAT;BL,DNAT-BL,39791-9,Sodium [Moles/volume] in Venous blood,LABTRAIN
NATRIUM - BLOEDGAS VEN. (AMC),Bloed,mmol/L,DNAT-BL_VEN,DNAT-BL_VEN,39791-9,Sodium [Moles/volume] in Venous blood,AMC LAB LABTRAIN
NATRIUM - BLOEDGAS VEN. (AMC),,mmol/L,DNAT-BL_VEN,DNAT-BL_VEN,39791-9,Sodium [Moles/volume] in Venous blood,AMC LAB LABTRAIN
Na (onv.ISE),Bloed Veneus,mmol/L,K_NA_HB,K_NA_HB,39791-9,Sodium [Moles/volume] in Venous blood,GLIMS
NA (ONV.ISE) VEN. VUMC,Bloed,mmol/L,K_NA_VEN,K_NA_VEN,39791-9,Sodium [Moles/volume] in Venous blood,VUMC LAB GLIMS
Na (onv.ISE),Bloed Veneus,mmol/L,P_NA_HB,P_NA_HB,39791-9,Sodium [Moles/volume] in Venous blood,GLIMS
Natrium (RNAT),Bloed Veneus,mmol/L,RNAT;BL,RNAT-BL,39791-9,Sodium [Moles/volume] in Venous blood,LABTRAIN
NA (ONV.ISE) VEN. VUMC,Bloed,mmol/L,P_NA_VEN,P_NA_VEN,39791-9,Sodium [Moles/volume] in Venous blood,VUMC LAB GLIMS
NA (ONV.ISE) VEN. VUMC,,mmol/L,P_NA_VEN,P_NA_VEN,39791-9,Sodium [Moles/volume] in Venous blood,VUMC LAB GLIMS
THYREOGLOBULINE,Bloed,pmol/L,K_TG_SR,K_TG_SR,14918-7,Thyroglobulin [Moles/volume] in Serum or Plasma,VUMC LAB GLIMS
THYREOGLOBULINE,,pmol/L,K_TG_SR,K_TG_SR,14918-7,Thyroglobulin [Moles/volume] in Serum or Plasma,VUMC LAB GLIMS
THYREOGLOB.,Bloed,pmol/L,TG-BL,TG-BL,14918-7,Thyroglobulin [Moles/volume] in Serum or Plasma,AMC LAB LABTRAIN
THYREOGLOBULINE (BLOED) AMC,Bloed,pmol/L,THYG-BL,THYG-BL,14918-7,Thyroglobulin [Moles/volume] in Serum or Plasma,AMC LAB LABTRAIN
TSH,Bloed,mU/L,K_TSH_HP,K_TSH_HP,11580-8,Thyrotropin [Units/volume] in Serum or Plasma by Detection limit <= 0.005 mIU/L,VUMC LAB GLIMS
TSH,,mU/L,K_TSH_HP,K_TSH_HP,11580-8,Thyrotropin [Units/volume] in Serum or Plasma by Detection limit <= 0.005 mIU/L,VUMC LAB GLIMS
TSH VUMC,Bloed,mU/L,K_TSHD_HP,K_TSHD_HP,11580-8,Thyrotropin [Units/volume] in Serum or Plasma by Detection limit <= 0.005 mIU/L,VUMC LAB GLIMS
TSH,Bloed,mU/L,K_TSH_HP,K_TSH_HP,11580-8,Thyrotropin [Units/volume] in Serum or Plasma by Detection limit <= 0.005 mIU/L,GLIMS
TSH,Bloed,mE/L,TSHR;BL,TSHR-BL,11580-8,Thyrotropin [Units/volume] in Serum or Plasma by Detection limit <= 0.005 mIU/L,LABTRAIN
TSH (TSHD),Bloed,mE/L,TSHD;BL,TSHD-BL,11580-8,Thyrotropin [Units/volume] in Serum or Plasma by Detection limit <= 0.005 mIU/L,LABTRAIN
TSH alternatief,Bloed,mU/L,K_TSHa_SR,K_TSHa_SR,11580-8,Thyrotropin [Units/volume] in Serum or Plasma by Detection limit <= 0.005 mIU/L,GLIMS
TSH Diagnostisch (Indien afwijkend volgt FT4),Bloed,mU/L,K_TSHD_HP,K_TSHD_HP,11580-8,Thyrotropin [Units/volume] in Serum or Plasma by Detection limit <= 0.005 mIU/L,GLIMS
TSH oud,Bloed,mE/L,TSH1;BL,TSH1-BL,11580-8,Thyrotropin [Units/volume] in Serum or Plasma by Detection limit <= 0.005 mIU/L,LABTRAIN
TSH (TSH),Bloed,mE/L,TSH-BL,TSH-BL,11580-8,Thyrotropin [Units/volume] in Serum or Plasma by Detection limit <= 0.005 mIU/L,AMC LAB LABTRAIN
TSH (TSH),,mE/L,TSH-BL,TSH-BL,11580-8,Thyrotropin [Units/volume] in Serum or Plasma by Detection limit <= 0.005 mIU/L,AMC LAB LABTRAIN
TSH RECEPTOR ANTISTOFFEN VUMC,Bloed,IU/mL,K_TBII_SR,K_TBII_SR,40673-6,Thyrotropin binding inhibitory immunoglobulins [Units/volume] in Serum,VUMC LAB GLIMS
TSH RECEPTOR ANTISTOF (BLOED) AMC,Bloed,E/L,TBII-BL,TBII-BL,40673-6,Thyrotropin binding inhibitory immunoglobulins [Units/volume] in Serum,AMC LAB LABTRAIN
TSH RECEPTOR ANTISTOF (BLOED) AMC,Bloed,U/L,TBII-BL,TBII-BL,40673-6,Thyrotropin binding inhibitory immunoglobulins [Units/volume] in Serum,AMC LAB LABTRAIN
TSH Receptor antistoffen,Bloed,IU/mL,K_TBII_SR,K_TBII_SR,40673-6,Thyrotropin binding inhibitory immunoglobulins [Units/volume] in Serum,GLIMS
T4,Bloed,nmol/L,K_T4_HP,K_T4_HP,14921-1,Thyroxine (T4) [Moles/volume] in Serum or Plasma,VUMC LAB GLIMS
T4,,nmol/L,K_T4_HP,K_T4_HP,14921-1,Thyroxine (T4) [Moles/volume] in Serum or Plasma,VUMC LAB GLIMS
T4 VUMC,Bloed,nmol/L,K_T4TH_SR,K_T4TH_SR,14921-1,Thyroxine (T4) [Moles/volume] in Serum or Plasma,VUMC LAB GLIMS
THYROXINE (T4) AMC,Bloed,nmol/L,T4_totaal-BL,T4_totaal-BL,14921-1,Thyroxine (T4) [Moles/volume] in Serum or Plasma,AMC LAB LABTRAIN
THYROXIN(T4),Bloed,nmol/L,T4-BL,T4-BL,14921-1,Thyroxine (T4) [Moles/volume] in Serum or Plasma,AMC LAB LABTRAIN
T4,Bloed,nmol/L,K_T4_HP,K_T4_HP,83120-6,Thyroxine (T4) [Moles/volume] in Serum or Plasma by Immunoassay,GLIMS
T4,Bloed,nmol/L,K_T4TH_SR,K_T4TH_SR,83120-6,Thyroxine (T4) [Moles/volume] in Serum or Plasma by Immunoassay,GLIMS
Thyroxin (T4),Bloed,nmol/L,T4;BL,T4-BL,83120-6,Thyroxine (T4) [Moles/volume] in Serum or Plasma by Immunoassay,LABTRAIN
VRIJ-T4,Bloed,pmol/L,K_FT4_HP,K_FT4_HP,14920-3,Thyroxine (T4) free [Moles/volume] in Serum or Plasma,VUMC LAB GLIMS
VRIJ-T4,,pmol/L,K_FT4_HP,K_FT4_HP,14920-3,Thyroxine (T4) free [Moles/volume] in Serum or Plasma,VUMC LAB GLIMS
VRIJ-T4 (ALT),Bloed,pmol/L,K_FT4a_HP,K_FT4a_HP,14920-3,Thyroxine (T4) free [Moles/volume] in Serum or Plasma,VUMC LAB GLIMS
VRIJ-T4 (ALT),,pmol/L,K_FT4a_HP,K_FT4a_HP,14920-3,Thyroxine (T4) free [Moles/volume] in Serum or Plasma,VUMC LAB GLIMS
VRIJ-T4 (ALT),,pmol/L,K_FT4a_SR,K_FT4a_SR,14920-3,Thyroxine (T4) free [Moles/volume] in Serum or Plasma,VUMC LAB GLIMS
Vrij-T4,Bloed,pmol/L,K_FT4_HP,K_FT4_HP,14920-3,Thyroxine (T4) free [Moles/volume] in Serum or Plasma,GLIMS
Vrij-T4 (alt),Bloed,pmol/L,K_FT4a_HP,K_FT4a_HP,14920-3,Thyroxine (T4) free [Moles/volume] in Serum or Plasma,GLIMS
Free T4,Bloed,pmol/L,EFT4;BL,EFT4-BL,83121-4,Thyroxine (T4) free [Moles/volume] in Serum or Plasma by Immunoassay,LABTRAIN
Free T4,Bloed,pmol/L,FT4;BL,FT4-BL,83121-4,Thyroxine (T4) free [Moles/volume] in Serum or Plasma by Immunoassay,LABTRAIN
FREE T4,Bloed,pmol/L,FT4-BL,FT4-BL,83121-4,Thyroxine (T4) free [Moles/volume] in Serum or Plasma by Immunoassay,AMC LAB LABTRAIN
Vrij-T4 (alt),Bloed,pmol/L,K_FT4a_SR,K_FT4a_SR,83121-4,Thyroxine (T4) free [Moles/volume] in Serum or Plasma by Immunoassay,GLIMS
Transferrine,Bloed,g/L,K_TRF_HP,K_TRF_HP,98996-2,Transferrin [Mass/volume] in Serum or Plasma by Electrophoresis,GLIMS
Transferrine,Bloed,g/L,K_TRF_SR,K_TRF_SR,98996-2,Transferrin [Mass/volume] in Serum or Plasma by Electrophoresis,GLIMS
Transferrine (TRAR),Bloed,g/L,TRAR;BL,TRAR-BL,98996-2,Transferrin [Mass/volume] in Serum or Plasma by Electrophoresis,LABTRAIN
TRIGLYCERIDE,Feces,g/24uur,ITRI-F,ITRI-F,77361-4,Triglyceride [Mass/time] in 24 hour Stool,AMC LAB LABTRAIN
